lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
22,0,166.0,7,21,4,1,1,0,3,0
18,0,156.0,5,12,4,1,0,0,3,0
116,0,159.3,7,21,4,3,0,0,3,0
214,1,129.1647976369691,8,26,4,1,1,0,1,0
38,0,149.4,9,12,4,2,0,0,3,0
26,0,143.94103982456957,10,12,4,4,1,0,4,0
87,1,105.3,3,24,4,2,0,0,1,0
13,1,76.69527604761244,11,14,4,3,2,3,0,0
143,0,151.2,10,5,4,4,1,0,3,0
203,0,86.59449226358231,7,21,4,1,0,0,1,0
199,0,94.76292410689122,8,1,4,5,1,0,0,0
114,0,86.18700557592268,4,26,4,9,3,3,0,0
49,0,107.1,7,1,4,1,0,3,0,0
221,0,88.96170107074434,8,17,4,0,0,0,0,0
90,0,88.82585882587263,11,26,4,3,1,2,0,0
355,0,85.5657676115628,11,23,3,4,2,0,2,0
71,0,115.64526960097561,6,1,3,3,0,0,2,0
40,0,99.09839639815088,6,26,4,1,1,1,0,0
159,0,94.88170634278877,7,25,4,2,1,2,0,0
135,0,89.63733341973006,6,26,4,4,0,2,0,0
101,0,106.21760044562326,7,28,4,1,1,1,0,0
90,0,136.544921034523,6,21,4,1,1,0,1,0
144,0,108.0,10,7,4,1,1,3,0,0
55,0,149.34484516796348,7,26,4,4,0,0,3,0
194,0,130.05,8,7,4,4,1,0,3,0
206,0,150.70937618131404,9,13,4,10,4,0,2,0
27,0,120.51276985648433,9,18,3,1,1,0,0,0
37,0,89.24026315490813,5,21,4,1,0,3,0,0
8,0,136.4253202633593,8,21,4,0,1,0,0,0
100,0,138.82577585684837,7,29,4,2,1,0,3,0
148,1,144.3382126720415,6,4,4,4,1,0,3,0
253,0,101.15347585228523,9,29,3,2,1,0,0,0
155,0,112.94875963178171,8,20,4,2,2,0,2,0
209,0,90.95,7,29,4,3,1,0,0,0
169,0,90.62746455079457,9,24,4,4,0,0,0,0
28,0,140.89000708063423,5,20,4,1,0,0,0,0
101,1,167.4961565066867,8,10,4,3,0,0,3,0
49,0,126.9,5,21,4,1,0,0,0,0
96,0,74.09830378527006,7,21,3,3,1,0,0,0
47,0,124.03427793825628,3,17,4,2,1,0,3,0
423,0,73.06466343304353,9,19,3,2,0,0,0,0
123,0,109.18783877558636,3,29,4,2,0,0,1,0
153,0,89.00896085337956,5,2,4,2,1,0,2,0
28,0,104.08292722518547,2,5,4,3,2,0,3,0
12,0,149.6235566111434,8,26,4,2,1,0,3,0
279,0,110.0,9,18,4,2,0,0,0,0
24,0,144.33366638404178,4,27,4,2,0,0,3,0
60,0,120.17739375663888,6,10,4,3,0,0,2,0
60,0,129.37303200899103,11,21,4,2,1,0,3,0
42,0,180.51209703972285,3,20,4,2,1,0,3,0
151,1,104.79804776289842,10,23,4,2,2,0,0,0
153,0,146.7,7,10,4,1,0,0,3,0
152,0,100.24847650556288,6,30,4,4,1,0,2,0
30,0,159.19045846869676,10,19,4,2,0,0,0,0
85,0,88.73744673563458,10,21,4,2,1,0,0,0
25,0,129.6006785354319,9,3,4,1,1,3,0,0
170,0,113.52965299304428,8,29,4,5,2,0,0,0
91,0,77.17605212892343,6,4,4,1,1,0,0,0
194,1,106.83362277389747,8,12,4,1,2,0,0,0
171,0,106.931757713572,8,20,4,1,1,0,2,0
5,0,149.03140057254993,6,3,4,1,1,0,1,0
44,0,208.63330467759542,3,27,4,2,1,0,5,0
7,0,125.75095150361071,2,10,4,3,1,0,3,0
24,0,157.33403585060313,6,21,4,2,0,0,2,0
209,0,105.27690211133437,8,5,4,2,1,0,0,0
167,1,105.3,8,5,4,1,0,0,0,0
265,1,113.59586709634954,6,24,3,2,0,1,0,0
69,0,137.7,5,23,4,2,0,0,3,0
165,1,123.29772007549155,9,26,4,3,0,0,3,0
123,1,78.53398086283929,7,12,3,0,1,0,0,0
26,0,104.0,11,16,4,1,0,0,0,0
18,1,116.3128430675659,8,29,4,1,0,0,0,0
233,0,90.0,10,14,3,2,1,0,0,0
42,0,176.00625299221923,3,24,4,2,1,0,4,0
85,0,99.31238156671634,4,7,4,3,0,0,3,0
176,0,105.51841311250354,7,29,4,1,0,0,0,0
63,0,127.73838317496143,5,15,3,1,1,0,0,0
71,0,155.6967996515704,5,2,4,1,1,0,4,0
103,0,94.67885364664853,6,16,3,1,0,2,0,0
199,0,137.7,8,23,4,1,0,0,3,0
26,0,117.95812145580808,9,18,3,1,0,0,0,0
24,0,144.62985995798607,4,28,4,2,0,0,3,0
26,0,176.7186250594438,4,29,4,1,1,0,3,0
57,0,110.78878557478122,11,9,4,2,0,0,0,0
63,0,63.75,3,10,4,2,1,1,0,0
156,1,100.54758849271019,6,9,4,3,0,1,0,0
112,0,119.30671707580699,7,4,4,3,0,0,0,0
118,0,61.25184077556684,8,23,3,2,0,0,0,0
52,0,98.02798221780091,7,4,4,0,1,0,0,0
64,0,137.7,5,23,4,2,0,0,3,0
135,0,77.449706937748,11,28,4,2,0,1,0,0
5,1,109.0,3,5,4,2,0,1,0,0
15,0,141.7250490688039,8,15,4,2,0,0,3,0
43,0,208.40136427074066,9,9,4,3,0,0,3,0
120,0,96.89256557464364,4,29,4,2,1,0,0,0
39,1,162.64896364938963,8,23,4,2,1,0,0,0
100,0,132.5022877994739,6,22,4,2,1,0,3,0
91,0,85.5,5,25,4,0,1,3,0,0
178,0,93.58362104200265,8,20,4,0,0,0,0,0
23,0,96.1711192604919,3,10,4,2,1,0,0,0
51,0,107.98142090440878,9,5,4,1,0,3,0,0
24,0,166.0,6,27,4,0,0,0,3,0
71,0,88.85699773920554,9,17,4,2,0,0,0,0
71,0,87.3,4,2,4,1,1,0,0,0
98,0,71.61797741484371,8,21,3,3,1,0,0,0
71,0,132.65136278764464,5,22,4,3,1,0,3,0
42,0,157.5,8,31,4,3,0,1,3,0
30,1,78.56672351847375,11,23,4,3,0,0,0,0
180,0,120.0,10,10,3,2,0,0,0,0
10,0,89.68092502767928,8,25,3,0,1,0,0,0
17,0,97.0,3,11,4,2,0,3,0,0
0,0,75.0,6,9,3,0,0,2,0,0
129,1,112.25646687362911,5,11,4,3,0,0,3,0
114,0,105.3,6,3,4,1,1,0,0,0
306,1,158.49504014306925,8,15,4,3,1,0,4,0
136,1,120.60020489191588,8,21,4,3,0,0,3,0
25,0,160.67295790372094,10,1,4,3,0,0,4,0
28,0,165.46242221850503,3,26,4,0,1,0,0,0
166,0,101.13917144599124,7,17,4,2,1,0,1,0
191,0,96.91881125629094,9,6,4,3,0,2,0,0
41,0,150.3,6,7,4,1,0,0,3,0
139,0,104.65454597773963,8,3,4,4,2,0,0,0
156,0,170.337390857902,8,16,4,4,2,0,4,0
29,0,186.26552481538278,10,2,4,8,3,0,4,0
88,0,87.05711255397185,4,2,4,0,2,0,0,0
148,0,96.59998635897745,8,21,3,2,1,0,0,0
186,0,18.424344690006883,8,24,4,3,1,0,0,0
73,1,113.28445609133539,4,6,4,2,0,0,0,0
4,0,91.70465999457605,2,11,4,1,0,1,0,0
82,0,93.6,11,15,4,0,1,0,0,0
10,0,139.293603263508,7,7,4,0,0,2,0,0
33,0,168.3,7,12,4,1,0,0,3,0
48,0,157.5313749819037,6,2,4,2,1,0,3,0
40,0,67.5,2,11,4,2,1,3,0,0
31,0,67.75753453071391,2,4,3,2,0,2,0,0
58,0,140.4,5,27,4,2,1,0,3,0
36,0,149.4,9,10,4,1,2,0,3,0
99,0,146.7,7,3,4,2,1,0,3,0
105,0,116.1,6,14,4,2,0,3,1,0
93,1,77.09651771122944,7,13,4,2,0,0,0,0
222,1,114.31357472679676,9,4,4,4,1,0,0,0
218,1,134.6011673443851,9,13,4,2,0,0,0,0
215,0,105.68629624432234,10,24,3,3,0,0,0,0
127,0,118.8,9,8,4,3,0,3,0,0
190,1,85.69769729897612,7,4,4,12,4,0,0,0
180,0,102.18773954960828,9,10,4,3,1,2,0,0
33,0,140.4,3,22,4,1,0,0,3,0
177,0,87.39736017633271,7,22,4,2,1,3,0,0
119,0,91.51081402586942,4,7,4,2,1,0,0,0
246,0,92.62762695654257,10,25,4,3,0,0,0,0
87,0,97.99065412731107,5,9,4,3,0,0,0,0
132,0,111.34287554597516,6,27,4,3,0,0,1,0
137,0,169.56436457855497,5,5,4,4,1,0,5,0
1,0,163.5817506125938,5,16,2,1,0,0,0,0
79,0,118.62769627023324,9,6,4,1,0,0,1,0
184,0,105.3,7,8,4,1,0,0,1,0
296,0,86.37916973154543,9,21,3,3,0,0,0,0
76,0,124.33465910956741,8,10,4,1,1,1,1,0
1,0,178.17015341365672,7,22,4,1,0,1,1,0
10,0,182.8054766240543,3,23,4,3,0,0,3,0
63,1,88.4,11,27,4,4,0,0,0,0
130,1,139.80655896425867,9,27,4,3,1,0,3,0
175,0,129.26438913022707,8,13,4,2,1,0,3,0
118,0,81.11214612290705,12,3,4,1,1,2,0,0
265,1,67.5,12,13,4,1,0,3,0,0
99,0,96.27102809586947,4,13,3,2,0,0,0,0
159,1,129.62618925272213,9,15,4,3,1,0,0,0
152,0,93.30258747835265,9,21,4,3,2,3,0,0
67,0,139.4779308011531,4,5,4,1,0,0,3,0
99,0,126.9,5,5,4,1,0,0,0,0
205,0,64.97922660451671,7,26,4,4,0,1,0,0
48,0,127.02013089202761,7,27,4,4,1,0,3,0
25,0,127.64551103142566,9,4,4,2,1,0,0,0
166,0,96.3,7,27,4,1,1,0,0,0
53,0,123.51386894437712,4,2,4,1,0,0,3,0
76,0,116.74794530096698,6,8,4,0,1,1,0,0
112,0,131.45466579397964,8,16,4,2,0,0,3,0
166,0,94.50347744572471,7,28,4,1,0,2,0,0
136,0,89.79432828521833,10,12,4,2,0,0,0,0
82,1,79.29252702576503,9,6,4,3,0,0,0,0
14,0,166.18307604805486,9,7,2,2,0,0,3,0
5,0,62.468459467356794,2,14,3,1,1,1,0,0
86,0,134.1,8,14,4,2,2,0,0,0
103,0,94.81893692775361,4,4,4,2,0,0,0,0
74,0,93.6,11,3,4,2,0,0,0,0
95,0,130.33380748433993,5,16,4,4,0,3,0,0
38,0,116.1,5,12,4,1,0,3,0,0
109,0,117.99299503558535,10,21,4,3,0,0,0,0
129,1,112.64598500988389,5,11,4,3,0,0,3,0
159,0,117.89254347438343,8,5,4,1,0,0,0,0
175,0,90.4082324150914,7,12,4,4,0,0,0,0
71,0,110.97982455920561,5,29,4,1,1,1,0,0
159,0,144.89835284281955,8,16,3,2,1,0,1,0
78,0,76.5,7,13,4,2,0,0,0,0
12,0,109.31848949907939,2,2,4,2,0,0,2,0
34,0,126.53075777550146,6,2,4,0,1,0,0,0
142,0,130.4520482337895,7,9,4,3,0,0,0,0
157,2,151.62304882207857,9,9,4,1,1,0,2,0
258,0,109.84531128698102,10,15,3,0,0,0,0,0
118,0,106.44387476358861,5,4,4,2,1,0,0,0
153,1,115.05893692400777,6,3,4,1,1,0,0,0
186,0,83.85482587512011,9,10,4,5,3,2,0,0
92,0,150.3,8,22,4,1,1,0,3,0
176,0,153.57306534037926,9,1,4,2,0,0,3,0
29,0,98.00330521948794,3,11,4,3,0,2,0,0
36,0,139.14142565865228,8,24,4,2,1,0,3,0
100,0,142.22275828430207,6,21,4,3,0,0,3,0
0,0,91.1850055114403,8,20,4,1,0,0,0,0
33,1,97.44567387482476,11,14,4,1,0,0,1,0
37,1,98.93138715866071,9,2,4,0,0,3,0,0
168,1,114.71963619047689,6,18,4,1,1,0,1,0
53,0,134.52925973957917,8,4,4,3,1,0,0,0
162,0,80.19304342705342,8,27,4,2,1,2,0,0
62,0,96.29398460406077,9,4,4,2,1,0,0,0
154,0,180.2805930384389,5,21,4,3,2,0,5,0
163,0,99.02212785049821,7,26,4,4,1,0,0,0
275,0,62.373533342683395,5,6,3,1,1,0,0,0
157,0,85.05234298408045,6,30,4,2,0,2,0,0
346,1,114.71484215042311,9,13,4,2,0,0,0,0
136,0,106.13573829902529,7,4,4,3,1,0,0,0
183,0,98.1,10,11,4,1,0,3,0,0
90,0,108.0,10,8,4,3,1,3,0,0
218,1,106.67914497482575,9,6,4,1,0,0,0,0
122,0,114.3,8,6,4,2,1,0,0,0
246,1,65.28907128059178,10,27,4,3,2,0,0,0
74,0,82.42324883336498,4,1,3,3,1,0,0,0
179,0,91.07984335308817,7,1,4,3,0,2,0,0
38,0,158.5685852881452,7,8,4,3,0,1,1,0
156,0,121.44709655109376,6,25,4,2,0,0,0,0
143,0,129.6,9,21,4,3,1,0,0,0
17,0,142.88018843435736,4,14,4,2,0,0,2,0
40,0,107.1,4,1,4,1,1,2,0,0
43,0,83.04030212319832,2,14,4,1,0,0,0,0
79,1,183.6,9,15,4,3,2,1,3,0
219,0,106.91630031595285,7,2,4,2,0,0,0,0
28,0,186.4342562453102,9,2,4,6,3,0,4,0
27,0,130.345931446451,7,3,4,2,1,1,0,0
109,0,100.44431077651869,9,5,4,2,0,2,0,0
125,1,80.16716595279945,8,12,3,1,1,0,0,0
55,0,161.18850154642556,6,3,4,1,1,0,1,0
69,0,135.90998984061795,8,4,4,3,1,0,0,0
61,1,79.1459624896752,10,3,4,2,1,2,0,0
236,0,79.51647203141222,11,28,4,4,1,0,0,0
16,1,74.73969870027055,11,21,4,4,2,1,0,0
152,0,165.29549330253158,8,20,4,2,2,0,3,0
171,0,82.48083497316398,7,9,4,3,0,3,0,0
103,0,151.17817544984206,9,8,4,0,0,0,3,0
127,0,104.85148590496374,5,6,4,2,0,0,0,0
148,1,113.04357529515251,7,1,4,3,0,0,3,0
88,0,96.7151165707316,5,7,4,3,0,0,1,0
28,0,213.3767592331776,5,17,4,3,0,0,4,0
39,0,112.95750334003749,3,23,4,3,0,0,0,0
250,0,109.37452343175612,9,21,4,3,1,0,0,0
6,0,144.37393939381911,8,10,4,2,2,0,4,0
189,0,98.9660146978863,8,5,4,4,1,1,0,0
27,0,152.28301075874253,6,25,4,1,1,0,3,0
40,0,100.02756042413681,5,25,4,1,1,0,0,0
183,1,128.31705054480486,9,17,4,3,0,0,2,0
35,0,77.40153943826427,12,4,4,5,1,3,0,0
82,0,118.84769618122453,7,14,4,2,1,0,3,0
30,1,96.61254348310725,11,14,4,2,0,0,2,0
34,0,126.9,5,10,4,1,0,0,0,0
183,1,82.74460244382811,8,17,4,1,0,1,0,0
102,0,168.75753488976773,9,13,4,3,0,0,3,0
113,0,119.81797320324213,8,4,4,2,1,0,0,0
148,0,130.4755720092834,8,12,4,2,1,0,0,0
211,0,72.98771073061813,9,20,3,2,2,0,0,0
90,0,99.50281099501929,3,23,4,4,2,0,0,0
2,0,177.88974511457278,6,25,4,1,0,1,1,0
179,0,103.69264098014132,7,29,4,2,0,0,1,0
119,0,79.2,11,4,4,1,1,3,0,0
80,0,134.86388427242437,10,21,4,2,0,0,0,0
61,0,134.23865685086784,6,18,4,2,1,0,3,0
178,0,140.59986869218375,8,22,4,1,0,0,3,0
188,0,104.69525344671507,7,8,4,2,0,1,1,0
198,0,99.58076116546758,8,8,4,4,1,0,0,0
71,0,94.6794213315229,9,12,3,3,1,0,0,0
88,0,89.85471440561592,7,18,4,2,1,0,0,0
247,0,102.81042340085152,9,28,3,3,1,0,1,0
39,0,150.77760447612744,8,18,4,1,2,0,3,0
260,0,106.33127946333107,10,15,3,3,0,0,0,0
49,0,158.64445243250935,8,15,4,1,1,0,3,0
207,0,168.3,7,18,4,1,0,0,4,0
65,0,73.65079159542076,2,14,4,2,0,1,0,0
36,0,159.05175581474748,2,24,4,2,0,0,3,0
181,0,98.1,10,11,4,1,0,3,0,0
64,0,115.69015278381352,5,19,4,2,1,2,0,0
272,0,93.59680346046328,6,24,4,2,1,0,0,0
165,0,129.14339281007346,8,12,4,2,1,0,0,0
29,0,106.47168537613278,8,28,4,0,1,1,0,0
18,0,111.75771662373096,3,15,4,2,0,0,0,0
101,0,104.44184930265058,7,3,4,5,2,3,0,0
151,0,118.8,8,19,4,1,1,0,3,0
4,1,135.7021845779615,8,28,4,2,0,3,0,0
29,0,71.60505837388996,1,26,4,2,0,2,0,0
26,0,117.79748577157925,9,17,3,2,0,0,0,0
140,0,151.2,10,7,4,1,1,0,3,0
158,0,98.05213299049603,7,5,4,3,1,2,0,0
14,0,233.16041246901952,8,12,4,2,0,0,5,0
197,1,108.36987582747884,7,9,4,3,0,0,0,0
10,0,79.0,2,1,4,4,1,3,0,0
41,0,150.3,6,5,4,1,0,0,3,0
95,0,148.03179887539608,6,27,4,2,0,0,3,0
95,1,124.97061474258949,10,26,4,1,0,0,2,0
51,0,89.63922504806457,11,3,4,2,0,0,0,0
25,0,91.0,2,15,4,1,0,0,0,0
47,0,112.48441965122896,4,10,4,2,2,0,3,0
109,0,108.0,10,11,4,1,0,3,0,0
109,0,89.44828728407253,9,24,4,1,1,2,0,0
18,1,138.0087370842288,7,15,4,1,0,3,0,0
188,0,108.90638271190303,9,27,4,2,1,0,2,0
3,0,140.20593937411724,6,20,4,1,1,0,0,0
186,1,106.2204767300328,8,26,4,1,2,0,0,0
85,0,104.78405098012212,6,25,4,1,1,0,0,0
111,0,108.69193913329757,6,13,4,4,1,2,0,0
172,1,130.48110482037663,7,23,4,2,1,0,3,0
181,0,98.1,10,11,4,0,0,3,0,0
26,0,118.35499209068304,9,27,4,1,0,0,0,0
88,0,129.93106274358593,8,14,4,2,0,0,3,0
182,1,80.62304126953693,8,14,4,1,0,1,0,0
8,0,136.21017351931297,9,16,4,2,1,3,0,0
104,1,268.26940516550513,7,15,4,2,0,0,6,0
180,0,98.1,10,10,4,0,0,3,0,0
159,1,143.55584526770704,8,19,3,2,1,0,0,0
26,1,151.10240708407008,7,23,4,2,1,0,1,0
62,0,97.68904393207224,3,19,3,1,1,0,0,0
218,1,79.4925982143986,12,28,4,3,0,3,0,0
35,0,125.1,3,23,4,3,0,2,0,0
217,1,76.94668115183214,8,7,4,1,0,0,0,0
301,1,115.0,7,30,3,1,1,1,0,0
85,0,134.1,8,14,4,2,2,0,0,0
103,0,115.16482194760677,4,18,4,1,0,0,0,0
206,0,105.3,8,4,4,2,0,0,0,0
5,0,137.15648930045901,9,2,4,2,1,0,0,0
80,0,96.41748250729928,4,2,4,3,0,0,3,0
164,1,118.8,9,20,4,2,0,0,0,0
327,1,70.4641066482165,10,23,4,3,0,2,0,0
7,1,140.0,10,16,4,3,1,3,0,0
35,0,84.31699383344186,6,1,4,2,0,3,0,0
74,1,150.26062480132757,9,20,4,2,0,0,3,0
33,0,152.2108260318319,4,28,4,2,1,0,1,0
6,1,139.76569490066282,8,23,4,1,0,0,0,0
12,0,107.52637694276785,11,16,4,3,0,0,0,0
6,0,108.65115141242826,5,10,4,2,0,0,3,0
101,0,146.13639494108716,7,8,4,2,1,0,3,0
18,1,140.0,9,29,4,1,1,0,0,0
24,0,73.48494633444471,2,10,4,1,1,0,0,0
83,0,93.6,11,12,4,0,1,0,0,0
172,1,107.12210516428249,7,21,4,1,1,0,2,0
133,0,109.8,6,26,4,2,0,0,3,0
53,0,134.5562040872754,5,8,4,2,0,0,3,0
241,0,79.77327264353143,12,30,4,1,1,3,0,0
110,0,149.59176470469302,8,21,4,3,0,0,3,0
112,0,94.44298469276406,5,8,4,2,1,3,0,0
130,0,104.92769212621991,5,23,4,1,0,0,0,0
46,1,139.5,10,4,4,3,0,0,3,0
98,1,85.53228987236426,4,8,4,2,0,2,0,0
131,0,106.02097437643626,10,1,4,4,0,0,0,0
135,0,198.9,5,26,4,3,0,0,5,0
27,0,140.66263581044205,5,9,4,3,0,0,0,0
166,0,81.08612179363251,6,27,3,3,0,2,0,0
76,0,105.27259384039007,6,26,3,0,1,0,0,0
16,0,128.2821571668649,4,6,4,3,0,0,3,0
183,0,90.61288062546652,9,28,4,1,1,0,0,0
151,0,104.25604312817902,10,26,4,4,2,0,3,0
54,0,94.87131855296823,11,9,4,2,0,0,0,0
171,0,16.218872449628957,5,23,4,3,0,0,0,0
153,0,146.5159515890639,6,8,4,1,0,0,3,0
92,1,76.5,7,5,4,2,2,0,0,0
177,0,94.9886187244803,9,18,4,0,0,0,0,0
5,0,151.74932579946687,10,6,4,1,2,0,0,0
151,1,125.28359677921549,8,6,4,5,1,0,0,0
255,1,129.8361343048083,9,15,4,3,1,0,3,0
56,1,137.7200141799026,8,27,4,1,1,0,2,0
222,0,75.65087229590382,7,10,4,4,0,0,0,0
106,1,151.01254455082585,9,12,4,3,0,0,3,0
130,0,116.05981394543167,5,2,4,3,0,2,0,0
5,0,116.42666610225008,3,3,4,2,0,0,3,0
18,0,104.55215975372316,10,25,4,2,0,0,0,0
152,0,94.1141316358187,9,22,4,2,1,3,0,0
223,0,80.75087967765336,8,20,4,1,1,3,0,0
169,1,147.5288391654559,8,8,4,3,1,0,0,0
180,0,137.7,8,7,4,1,1,0,3,0
150,0,135.67168529244353,8,3,4,3,1,0,0,0
65,0,75.26635800394743,9,8,4,2,0,0,0,0
33,0,162.21690062013857,9,15,4,1,1,0,2,0
115,0,89.74740554168842,8,16,4,2,0,1,0,0
67,0,87.69544136131002,4,2,4,1,2,0,0,0
27,0,177.89758107996906,4,28,4,2,1,0,3,0
4,0,108.88100986426679,6,10,3,1,0,0,3,0
125,0,87.65980408475028,6,4,4,2,1,3,0,0
62,0,113.87596605347738,7,26,4,3,0,0,0,0
119,0,114.3,7,6,4,2,0,0,0,0
55,0,109.44920221233994,7,27,4,1,2,0,0,0
160,0,115.3931246421404,8,7,4,2,0,0,0,0
83,0,124.84580612661877,4,16,4,2,1,0,1,0
176,0,125.39816809333394,8,8,3,3,0,0,0,0
27,0,130.68202326883895,10,19,4,2,0,0,0,0
171,2,114.75,8,4,4,2,1,0,0,0
103,0,129.92989280288631,8,11,4,3,1,0,1,0
211,0,77.9639387261138,5,20,3,3,2,0,0,0
47,0,88.53482858605231,10,6,4,3,0,1,0,0
198,1,137.7,8,27,4,2,1,0,3,0
84,0,149.86870536830983,8,13,4,2,0,0,3,0
20,0,85.6754044371353,2,8,4,3,2,0,0,0
22,0,154.0,10,25,4,2,1,0,3,0
215,1,96.1446988677364,8,30,4,2,0,0,0,0
75,0,135.3749079287602,9,17,4,0,0,0,0,0
236,1,84.23816222052042,8,27,4,4,0,3,0,0
103,0,109.20493155378217,11,23,4,2,1,1,0,0
292,0,115.18778183870593,7,21,3,2,0,1,0,0
279,0,110.0,10,12,3,3,0,0,0,0
193,0,66.2471121495435,9,15,4,3,0,0,0,0
76,0,109.8,11,3,4,1,1,0,0,0
14,0,89.69360342478406,2,8,4,2,2,1,0,0
8,0,144.3552118397261,8,10,4,2,2,0,3,0
63,0,110.58953609271023,8,3,4,3,0,2,0,0
122,0,97.22089929113396,6,26,4,2,0,0,0,0
16,0,105.30739917287087,2,26,4,2,1,0,3,0
9,0,139.9144446820562,9,15,4,2,2,3,0,0
65,0,155.91983740221852,5,3,4,1,1,0,2,0
12,0,135.0,10,3,4,1,0,3,0,0
36,0,102.83707329753615,11,25,4,2,1,0,0,0
33,0,121.6910947004096,3,25,4,1,1,0,0,0
231,0,110.3130564592697,10,21,4,2,0,0,1,0
154,0,94.3612977131316,8,21,4,2,1,3,0,0
191,0,116.10666377508095,6,3,3,2,1,0,0,0
165,1,127.53315732967951,8,12,4,2,1,0,2,0
187,1,99.45,7,8,4,5,2,0,1,0
52,0,119.3939362466305,4,25,4,1,0,0,3,0
7,0,85.12866108129053,2,21,4,0,0,0,0,0
199,1,71.56996227292433,7,2,4,3,0,1,0,0
188,1,88.92013634682542,6,7,4,3,0,0,2,0
66,0,149.2916230750663,5,10,4,1,1,0,3,0
17,0,97.0,3,13,4,1,0,3,0,0
175,0,140.30835155846603,8,17,4,0,1,0,3,0
263,0,110.0,10,21,3,2,0,0,0,0
206,0,99.58792001816865,7,6,4,2,1,0,2,0
26,0,151.0700183577818,7,2,4,1,1,0,0,0
163,1,107.17884645625017,8,16,4,3,1,0,1,0
65,0,168.3,8,8,4,1,0,0,3,0
47,1,152.87654995808205,9,2,4,1,1,0,0,0
32,1,152.63075679686855,9,26,4,1,0,0,3,0
98,0,126.39078527606232,7,21,4,2,0,0,2,0
34,0,99.23567473616053,5,18,4,0,2,1,0,0
122,0,79.29202986618266,11,7,4,2,0,0,0,0
124,1,139.82429865007404,7,11,4,2,0,0,0,0
43,0,195.77923865247288,7,19,4,2,0,0,4,0
68,0,121.46335419503413,5,10,4,3,0,0,0,0
221,1,96.63768196949592,9,2,4,2,0,0,0,0
40,0,89.37445924180521,5,21,3,1,0,2,0,0
148,0,130.0,9,14,3,2,0,0,0,0
32,0,206.83868328557463,9,23,3,1,0,1,1,0
9,0,185.0476127950621,3,24,4,2,0,0,0,0
5,0,144.0520185250751,6,21,4,3,1,0,3,0
117,0,95.74663259919804,4,16,4,1,1,0,2,0
221,1,111.90288924418203,8,29,4,2,0,0,0,0
29,0,139.6,5,20,4,2,1,0,3,0
225,1,92.86027125166834,11,30,4,2,2,0,2,0
70,0,73.95,3,12,4,3,1,0,0,0
46,1,104.6520219963441,3,16,4,3,0,0,3,0
34,0,113.1335413797656,3,23,4,1,0,1,1,0
63,0,94.53264883060007,6,24,4,2,1,3,0,0
38,0,140.2050728446953,4,27,4,1,0,0,3,0
52,1,78.3,2,19,4,2,0,0,0,0
5,0,99.28549209215056,6,13,2,3,0,0,0,0
322,1,112.32177237101094,5,17,3,3,0,1,0,0
49,0,63.75,3,8,4,4,0,3,0,0
215,0,97.65204986805504,6,6,4,2,0,0,0,0
277,0,107.41100250829462,10,1,4,1,1,0,1,0
56,0,140.4,6,2,4,1,0,0,3,0
103,1,114.65721035517919,10,6,4,1,0,0,0,0
14,1,135.3954159888949,5,28,4,2,0,0,0,0
214,0,67.39891877586872,10,30,4,3,0,0,1,0
157,0,112.17918104725226,6,6,4,3,0,0,0,0
82,0,107.3173775515882,7,13,4,1,1,3,0,0
12,0,127.14769304568047,6,26,4,0,1,1,0,0
51,0,95.84756799946092,4,11,4,3,0,2,0,0
177,0,88.79450710909828,7,9,4,3,0,3,0,0
221,0,87.15589845893729,9,2,4,5,1,3,0,0
152,1,135.00735736912074,7,19,3,3,1,0,3,0
90,0,141.43507946479738,6,18,4,3,1,0,3,0
11,1,90.0,7,16,3,3,0,0,0,0
12,0,79.0,2,4,4,3,1,3,0,0
175,0,125.5627643040833,9,8,4,2,0,0,0,0
152,1,108.13455043782497,7,22,4,1,1,0,0,0
173,0,95.08292750153198,8,13,4,1,1,2,0,0
108,0,152.1,8,24,4,4,0,0,3,0
89,1,135.9307476373143,8,4,4,3,1,0,0,0
149,0,130.5,8,11,4,2,0,0,0,0
201,0,87.00213415909252,7,19,4,1,0,0,0,0
54,0,177.6483112725628,3,16,4,0,2,0,5,0
80,0,75.78469516935934,7,26,3,1,1,0,0,0
41,0,87.86807004891327,3,20,4,1,1,3,0,0
155,2,122.00544829561272,7,29,4,4,1,0,3,0
263,1,156.9414289498137,10,23,4,2,2,1,0,0
31,0,115.09088240309687,4,16,4,0,0,3,0,0
59,0,105.59364829087939,4,24,4,1,1,0,0,0
59,0,99.31321201838715,4,19,4,1,0,0,0,0
103,0,130.73197801272119,10,21,4,2,1,0,3,0
31,0,211.85858379771454,3,29,4,1,0,0,3,0
85,0,91.06011566827858,9,18,4,1,1,0,0,0
35,0,110.81048408421894,6,29,4,3,0,0,3,0
166,1,159.77120608988395,7,3,4,2,1,0,3,0
60,0,140.3432147869351,6,17,4,2,0,0,3,0
0,0,116.21571155230703,3,11,4,2,0,0,0,0
65,1,87.09949856070763,11,19,4,2,0,0,0,0
121,0,105.96878852372858,3,27,3,1,2,0,0,0
22,0,118.0,9,6,4,1,0,3,0,0
37,0,133.7093681535754,5,5,4,1,1,0,1,0
115,0,60.021421605140624,2,27,3,1,2,0,0,0
