lead_time,avg_price_per_room,no_of_special_requests,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,arrival_year,no_of_adults,booking_status
6,134.94028201843008,0,3,2,4,3,0,2018,3,0
243,106.52550553404986,0,9,13,4,3,1,2018,2,0
88,68.09472054549163,1,7,18,4,2,1,2017,1,0
70,112.435245267021,0,6,29,4,1,0,2018,1,0
286,90.0,0,10,16,3,0,1,2018,2,0
52,79.2,0,11,3,4,1,0,2018,2,0
121,97.54,0,7,25,4,2,1,2018,2,0
290,66.71082413279872,0,11,22,4,4,2,2017,1,0
322,80.0,0,5,19,3,3,1,2018,2,0
7,98.26006915508488,0,6,16,4,0,1,2017,1,0
137,123.78479053141564,1,7,21,4,1,1,2018,2,0
21,129.0,0,3,4,4,1,0,2018,2,0
250,95.0,0,9,26,3,3,1,2018,2,0
102,138.1265897769436,0,6,1,4,1,2,2018,1,0
33,67.5,1,8,5,4,4,0,2017,2,0
51,123.3,0,7,1,4,2,0,2018,2,0
24,119.0,0,9,25,4,0,1,2018,2,0
28,75.05672775952446,0,11,20,4,4,0,2018,0,0
50,53.80300271622559,0,2,11,4,1,1,2018,2,0
94,95.84377716658857,0,4,8,4,1,1,2017,2,0
85,127.5572127699891,0,4,19,4,2,0,2018,2,0
103,116.74009823896256,0,5,27,4,10,3,2018,2,0
43,77.75116526267152,0,3,11,4,2,1,2018,2,0
145,95.44276106671836,0,5,2,4,3,0,2018,1,0
340,88.22085445637619,0,10,14,3,2,0,2018,1,0
29,117.85639076018954,0,5,22,4,1,1,2018,2,0
161,130.0,0,3,25,4,2,1,2018,2,0
23,119.0,1,10,20,4,2,0,2018,2,0
68,78.62493603445685,0,4,23,3,2,2,2017,1,0
216,173.62538625806482,0,9,19,3,3,2,2018,2,0
124,94.5,0,8,8,3,1,2,2017,2,0
65,135.78425808359432,0,9,6,4,3,0,2018,2,0
349,90.0,0,10,4,3,5,1,2018,2,0
142,90.0,0,11,12,4,1,1,2018,2,0
245,110.0,0,7,6,3,4,2,2018,1,0
105,75.0,0,4,6,3,1,0,2018,2,0
285,87.62661865771021,0,10,16,4,0,1,2018,2,0
80,85.5,0,4,24,4,1,0,2018,2,0
280,110.0,0,9,19,3,2,1,2018,2,0
248,121.49417838011094,1,7,6,4,2,0,2018,2,0
185,106.59520514387778,0,10,3,4,2,0,2018,2,0
62,114.0098763156069,0,7,26,4,3,0,2018,2,0
302,100.0,0,9,16,3,2,1,2018,2,0
188,130.0,0,6,15,3,2,0,2018,1,0
263,110.0,0,10,21,3,2,0,2018,2,0
111,132.6,0,6,3,4,3,1,2018,2,0
164,119.7,1,5,20,4,1,1,2018,2,0
12,224.88035293015952,0,8,16,4,1,0,2018,2,0
105,75.0,0,4,6,3,1,0,2018,2,0
5,99.88596819776336,0,6,14,2,2,0,2017,1,0
72,116.9729817968544,0,9,17,4,2,0,2018,2,0
304,89.0,0,11,3,3,3,0,2018,2,0
247,115.0,1,6,6,3,1,1,2018,2,0
265,115.0,1,6,24,3,2,0,2018,2,0
130,139.93493755955396,1,9,27,4,3,1,2018,2,0
1,60.0,0,2,28,4,1,2,2018,1,0
138,94.5,0,8,22,3,1,2,2017,2,0
320,115.0,1,8,18,3,2,0,2018,2,0
273,95.0,0,5,13,3,2,1,2018,2,0
72,118.1510990156622,0,11,18,4,2,0,2018,2,0
291,115.0,0,8,19,3,2,0,2018,2,0
275,62.8,0,6,4,3,1,1,2018,2,0
68,117.46298663149268,0,10,18,4,3,0,2018,2,0
195,116.1770384405067,1,9,5,4,3,1,2018,2,0
105,75.0,0,4,6,3,1,0,2018,2,0
377,115.0,1,10,14,3,2,0,2018,2,0
308,52.0,0,11,25,3,2,0,2018,2,0
213,130.0,0,6,7,3,3,0,2018,2,0
177,100.0,0,6,3,3,2,0,2018,2,0
14,129.0,0,8,23,4,2,0,2018,2,0
286,90.0,0,10,16,4,0,1,2018,2,0
211,100.0,0,5,20,3,2,0,2018,2,0
280,110.0,0,9,19,3,2,1,2018,2,0
4,130.35730483300614,0,9,18,4,1,1,2018,1,0
305,89.0,0,11,4,3,2,1,2018,2,0
166,110.0,0,11,1,3,3,0,2018,1,0
13,99.24832023296858,1,9,11,3,0,0,2018,2,0
92,100.0,0,3,26,3,1,2,2018,2,0
34,224.67,0,9,23,3,3,0,2017,2,0
192,107.76599799472795,1,9,4,4,2,0,2018,2,0
126,118.8,0,9,8,4,3,0,2018,2,0
178,106.91655910234726,1,10,27,3,3,1,2018,2,0
266,66.61231946326184,1,12,15,4,2,1,2018,2,0
75,80.0,0,3,17,3,3,1,2018,2,0
101,104.4202695241176,0,7,3,4,5,2,2018,1,0
226,119.52892851972156,1,8,19,4,4,1,2018,2,0
64,212.84255381001907,0,5,11,4,4,2,2018,2,0
156,120.95419156414437,0,6,25,4,2,0,2018,2,0
56,143.36648464724635,0,8,27,4,4,1,2018,2,0
19,104.79044845819988,0,10,25,4,2,0,2018,1,0
1,87.58530373964399,0,2,9,2,1,0,2018,1,0
265,115.0,1,6,24,3,2,0,2018,2,0
14,88.95982886556476,1,4,3,4,0,1,2017,2,0
4,137.97042227920164,0,6,2,4,2,0,2018,2,0
34,95.99434324170656,0,4,17,4,1,2,2018,1,0
296,117.0,1,9,21,3,4,0,2018,2,0
211,100.0,0,5,20,3,2,0,2018,2,0
268,78.0,0,4,8,3,3,2,2018,2,0
163,100.0,0,6,5,3,2,2,2018,1,0
261,95.75925398307947,0,8,2,4,2,1,2018,2,0
167,113.36017544078996,0,6,17,4,2,1,2018,2,0
305,89.0,0,11,4,4,2,1,2018,2,0
39,88.13257853024511,0,3,1,4,2,0,2018,1,0
12,101.03302637803893,0,4,29,4,2,0,2018,2,0
0,106.0,0,2,13,4,1,1,2018,2,0
179,127.8,0,8,31,4,2,0,2018,2,0
12,95.4159937477396,0,3,11,4,0,1,2018,1,0
122,85.0,0,4,15,4,2,0,2018,2,0
107,80.89191773091119,0,4,28,4,1,2,2018,2,0
128,122.4,0,8,17,4,4,1,2018,1,0
252,106.3,0,10,15,4,1,2,2018,2,0
44,111.86047914504572,0,10,2,4,2,1,2018,2,0
10,155.43369167520407,0,8,29,4,1,1,2017,2,0
88,187.50489368539849,0,5,17,4,3,0,2018,1,0
32,126.49893693304016,0,7,15,4,2,0,2018,2,0
156,115.25,1,8,14,4,3,2,2018,2,0
142,171.77087426334376,1,8,28,4,1,0,2018,2,0
106,138.9420671421996,1,9,24,4,0,1,2018,3,0
4,89.53896643190218,0,4,20,2,1,0,2018,1,0
11,90.0,0,6,14,2,3,0,2018,2,0
138,139.92404583134666,0,12,26,4,3,0,2018,2,0
418,107.0,0,9,26,3,2,1,2018,2,0
15,85.26072238583669,0,8,27,4,4,2,2017,2,0
265,115.0,1,6,24,3,2,0,2018,2,0
188,130.0,0,6,15,4,2,0,2018,1,0
193,108.45,1,8,11,4,2,1,2018,2,0
213,130.0,0,6,7,4,3,0,2018,2,0
171,79.62286055409295,1,7,21,3,5,2,2017,2,0
213,106.02623331926594,0,8,26,2,2,1,2018,1,0
26,218.10395286201373,0,5,18,4,3,0,2018,1,0
126,118.8,0,9,8,4,3,0,2018,2,0
116,108.6375889775166,0,7,18,4,2,1,2018,2,0
92,100.0,0,3,26,3,1,2,2018,2,0
122,139.95,1,8,3,4,4,0,2018,3,0
61,96.05558980615808,0,8,3,4,2,1,2018,2,0
48,158.85969070670592,0,5,5,4,2,1,2018,3,0
54,87.51455364124433,0,3,18,4,1,1,2018,2,0
250,95.0,0,9,26,4,3,1,2018,2,0
39,81.9,0,3,3,4,2,1,2018,2,0
292,92.2099791411828,0,12,28,4,3,2,2018,2,0
196,118.7329329925778,0,9,4,4,4,1,2018,2,0
265,115.0,1,6,24,3,2,0,2018,2,0
181,99.01408355741984,1,8,11,4,2,1,2018,1,0
142,141.85505748438624,0,8,17,4,2,0,2018,2,0
301,115.0,1,7,30,4,1,1,2018,2,0
102,86.1901783714603,0,10,16,3,2,0,2017,1,0
275,72.5872333177411,0,12,26,4,4,0,2018,2,0
141,118.8,0,9,18,4,4,2,2018,1,0
46,189.917956794834,0,9,17,4,3,1,2018,2,0
105,110.0,0,10,12,3,2,1,2017,2,0
13,85.0,0,2,6,4,1,1,2018,1,0
173,76.68821983493363,0,7,19,4,3,1,2017,2,0
189,104.23289573724082,1,8,8,4,2,0,2018,2,0
52,128.44618717315626,0,10,9,4,1,0,2018,2,0
317,120.0,0,9,15,3,2,0,2018,2,0
219,118.13801201243012,1,9,12,4,3,0,2018,2,0
168,114.04,0,9,29,4,5,2,2018,2,0
108,122.8928176699688,1,7,4,4,5,0,2018,2,0
38,198.9,0,5,17,4,2,0,2018,2,0
170,114.75,2,8,5,4,2,2,2018,2,0
93,115.0,0,10,15,3,1,2,2018,1,0
262,64.07060638545605,0,12,26,4,3,1,2018,2,0
235,96.86064252826756,0,10,28,4,3,0,2018,2,0
213,130.0,0,6,7,3,3,0,2018,2,0
32,107.38713903823998,1,10,15,4,4,1,2017,2,0
23,91.0,0,2,20,4,0,0,2018,2,0
8,139.0,0,8,8,4,5,2,2018,2,0
81,76.5,1,7,26,4,1,1,2017,2,0
20,173.210031358403,0,4,19,4,2,0,2018,2,0
10,95.0,0,5,23,4,0,0,2018,1,0
320,115.0,1,8,18,3,2,0,2018,2,0
110,76.5,1,4,8,4,2,1,2017,2,0
301,109.0,0,7,30,3,1,1,2018,2,0
2,93.6451839606439,0,10,19,4,1,0,2017,2,0
108,152.1,0,8,24,4,4,0,2018,3,0
172,112.32,0,7,15,4,5,2,2018,2,0
181,120.0,0,10,11,3,2,0,2018,1,0
105,139.5159423976043,0,7,30,4,2,1,2018,2,0
317,120.0,0,9,15,3,2,0,2018,2,0
16,126.58213651919758,0,8,15,4,2,0,2018,2,0
65,71.67026675323616,0,10,29,4,0,0,2018,2,0
96,94.5,0,7,11,4,1,2,2017,2,0
18,137.9897159462665,1,9,15,4,1,0,2018,1,0
122,114.3,0,8,8,4,4,0,2018,2,0
98,130.05779039274552,0,6,25,4,2,2,2018,2,0
1,172.99474064007063,0,6,21,3,1,0,2018,1,0
80,100.0,0,4,10,3,1,2,2018,1,0
18,99.5361385448614,0,7,30,4,1,0,2018,1,0
182,98.1,0,10,12,4,1,0,2018,2,0
216,102.6693043392646,0,8,29,4,3,1,2018,2,0
205,121.28739992188169,0,7,27,3,3,0,2018,2,0
193,120.0,0,6,20,3,2,1,2018,2,0
377,115.0,1,10,14,3,2,0,2018,2,0
165,91.11358114634416,0,7,7,4,2,0,2018,2,0
171,159.3,0,9,20,4,4,0,2018,3,0
164,99.45,0,6,27,4,4,1,2018,2,0
169,123.17178352346284,0,4,24,4,3,0,2018,2,0
100,108.0,0,10,16,3,1,0,2017,2,0
60,123.5995770573762,0,9,4,4,2,1,2018,2,0
377,115.0,1,10,14,3,2,0,2018,2,0
164,115.0,0,10,16,3,0,1,2018,1,0
168,85.0,0,4,22,3,2,1,2018,2,0
18,111.34388336549894,0,4,11,3,4,1,2018,1,0
314,75.0,0,10,12,3,3,0,2018,2,0
140,123.34051579248644,0,5,20,4,1,1,2018,2,0
40,81.02671708419402,0,3,21,4,1,0,2018,2,0
7,102.02770887688663,0,6,26,4,1,1,2018,2,0
245,75.0,0,6,17,3,2,0,2018,2,0
308,78.3,2,11,23,4,3,0,2018,1,0
110,196.9563986211165,1,11,24,4,2,2,2018,2,0
256,115.0,0,6,15,3,2,0,2018,2,0
76,105.89865635900958,0,3,25,4,3,0,2018,2,0
166,98.61729349408527,0,7,5,4,2,1,2018,2,0
18,79.0,1,2,24,4,3,0,2018,2,0
8,156.0,0,6,18,4,2,1,2018,2,0
7,79.0,0,2,5,4,1,1,2018,1,0
163,115.0,0,10,15,3,0,1,2018,1,0
377,115.0,1,10,14,4,2,0,2018,2,0
128,132.3,0,10,11,4,5,0,2018,2,0
349,90.0,0,10,4,3,5,1,2018,2,0
228,88.90472080499205,0,9,29,4,1,2,2018,2,0
82,85.5,0,6,23,4,1,0,2018,2,0
42,198.9,0,5,14,4,1,1,2018,2,0
285,100.0,0,10,3,3,3,1,2018,2,0
118,99.23325046465764,0,7,14,3,3,1,2018,2,0
21,88.0,0,10,27,4,0,0,2018,1,0
10,105.82146532248666,0,10,2,3,2,1,2018,2,0
67,133.7367185256387,0,10,18,4,2,0,2018,2,0
148,178.6486897886856,0,11,26,4,4,1,2018,2,0
305,89.0,0,11,4,3,2,1,2018,2,0
197,108.4826851157423,0,8,8,4,3,0,2018,2,0
17,166.0,0,7,8,4,2,0,2018,2,0
75,93.6,0,11,3,4,2,0,2018,2,0
178,103.69,0,8,31,4,2,0,2018,2,0
377,115.0,1,10,14,3,2,0,2018,2,0
301,52.0,0,11,18,3,2,0,2018,2,0
35,127.53174012731483,0,7,29,4,3,1,2018,2,0
30,94.67295791703116,1,9,13,4,0,1,2017,2,0
22,89.09180681324493,0,9,17,3,2,1,2018,1,0
4,98.1,0,9,26,3,0,1,2018,1,0
5,98.16413092784354,0,6,14,2,2,0,2018,1,0
45,125.55,0,10,5,4,2,0,2018,2,0
208,90.95,0,7,30,4,4,2,2018,2,0
121,143.1,0,9,20,4,5,1,2018,2,0
181,118.0,2,5,23,4,2,1,2018,2,0
84,125.84558372127528,0,6,19,4,2,1,2018,2,0
81,97.2592113535904,0,3,3,4,3,0,2018,2,0
93,176.21508812195503,0,8,14,4,2,0,2018,2,0
116,94.5,0,5,8,4,2,0,2018,2,0
265,109.0,0,6,24,3,2,0,2018,2,0
265,114.74465845036453,1,6,24,3,2,0,2018,2,0
211,105.4,0,10,22,3,2,1,2018,3,0
85,140.4,0,5,26,4,2,0,2018,2,0
257,101.5,0,7,1,3,2,0,2017,2,0
97,147.4383722096552,0,7,2,4,2,1,2018,2,0
163,100.0,0,6,5,3,2,2,2018,1,0
34,66.28262647234341,0,8,18,2,1,0,2018,1,0
320,115.0,1,8,18,3,2,0,2018,2,0
114,126.32210501647762,0,6,17,3,1,0,2018,1,0
52,124.7417193393399,0,3,20,4,1,1,2018,2,0
304,89.0,0,11,3,4,3,0,2018,2,0
166,110.0,0,11,1,4,3,0,2018,1,0
162,115.0,0,10,14,3,2,2,2018,1,0
305,89.0,0,11,4,4,2,1,2018,2,0
308,78.3,2,11,23,4,3,0,2018,2,0
103,115.0,0,4,19,3,2,0,2018,1,0
74,132.3,0,10,21,4,2,0,2018,2,0
178,127.22198838993371,2,8,23,4,1,1,2018,2,0
239,132.99058325670396,0,9,28,4,2,0,2018,2,0
245,110.0,0,7,6,3,4,2,2018,1,0
267,95.0,0,9,30,3,2,1,2018,2,0
59,123.3,0,3,28,4,0,0,2018,3,0
273,95.0,0,5,13,3,2,1,2018,2,0
119,102.86283043006578,0,11,24,4,1,0,2018,2,0
55,168.3,0,9,20,4,3,0,2018,3,0
221,112.14376988873566,0,8,30,4,1,0,2018,2,0
17,97.0,0,3,11,4,1,0,2018,2,0
36,139.5,0,10,3,4,2,0,2018,2,0
75,105.0,0,10,30,3,0,2,2018,2,0
179,85.5,0,8,25,4,2,0,2018,2,0
197,84.85456254992721,0,8,28,4,3,0,2018,2,0
250,95.0,0,9,26,4,3,1,2018,2,0
194,130.25646537486435,1,8,13,4,1,1,2018,2,0
121,90.0,0,6,24,3,2,1,2018,2,0
120,91.26197547340894,0,4,7,4,3,1,2018,2,0
273,95.0,0,5,13,3,2,1,2018,2,0
46,78.94881593012373,0,11,10,4,2,1,2018,2,0
2,89.0,0,4,24,4,0,1,2018,2,0
36,159.3,0,5,13,4,1,0,2018,3,0
45,68.05325515398886,0,3,8,4,1,0,2018,2,0
39,178.74557583871584,0,3,20,4,2,1,2018,2,0
171,103.97233743200816,1,8,25,4,3,1,2018,2,0
177,100.0,0,6,3,4,2,0,2018,2,0
37,177.45472670260912,0,7,15,4,1,0,2018,2,0
64,140.4,0,5,27,4,2,0,2018,2,0
62,116.61874454931616,0,4,21,4,2,0,2018,2,0
94,65.66742253872773,1,7,4,3,2,0,2017,1,0
114,75.0,0,7,1,3,2,1,2018,1,0
258,110.0,0,10,16,3,0,1,2018,2,0
86,105.4,1,4,25,4,5,3,2018,2,0
116,61.0,0,2,28,3,1,2,2018,1,0
1,60.0,0,2,28,3,1,2,2018,1,0
243,106.27744744374564,1,9,9,4,2,1,2018,2,0
91,150.3,0,8,22,4,0,0,2018,3,0
156,106.25,1,8,14,4,3,2,2018,2,0
181,95.45444374120466,0,8,14,4,2,0,2018,2,0
148,74.35398776903199,0,7,10,4,3,1,2017,2,0
211,90.81955431915488,0,7,25,4,3,0,2018,2,0
42,75.56,0,2,18,4,3,2,2018,2,0
34,82.40393052131682,0,3,5,4,2,0,2018,2,0
155,143.22506391472402,0,9,18,3,0,1,2018,2,0
105,75.0,0,4,6,3,1,0,2018,2,0
207,168.2061216332632,0,8,4,4,1,0,2018,2,0
39,116.1,0,5,11,4,3,1,2018,2,0
75,80.0,0,3,17,3,3,1,2018,2,0
30,77.94243055195167,0,2,5,4,1,0,2018,1,0
116,71.73586927642599,0,3,28,3,1,0,2018,2,0
8,156.0,1,6,17,4,3,1,2018,2,0
10,114.05095427265158,0,3,28,4,1,1,2018,2,0
45,75.85684138052507,0,3,3,4,3,0,2018,1,0
102,101.5,0,10,16,4,2,0,2017,2,0
273,109.0,0,7,17,3,2,0,2017,2,0
10,105.73977725129625,0,10,2,3,2,1,2018,2,0
245,75.0,0,6,17,3,2,0,2018,2,0
236,84.43,1,9,27,4,4,0,2018,2,0
11,95.0,0,5,9,0,10,5,2018,1,0
257,101.5,0,7,1,3,2,0,2017,2,0
1,60.0,0,2,28,3,1,2,2018,1,0
195,108.70707368621184,0,9,9,4,1,2,2018,2,0
5,89.0,0,3,22,4,1,0,2018,2,0
174,70.0,0,10,10,3,1,1,2017,2,0
261,106.25,0,11,15,4,4,0,2018,2,0
173,103.87444421291984,0,8,6,4,1,1,2018,2,0
128,103.5,0,7,9,4,3,1,2018,2,0
40,116.1,0,5,9,4,2,0,2018,2,0
113,100.0,0,5,31,2,3,0,2018,1,0
113,100.0,0,5,31,2,3,0,2018,1,0
271,101.33,1,9,21,3,3,0,2018,2,0
322,80.0,0,5,19,3,3,1,2018,2,0
195,161.69267448083073,0,8,24,4,2,1,2018,2,0
71,67.5,0,3,15,4,1,0,2018,2,0
140,130.53119308435782,0,7,13,4,6,1,2018,3,0
19,150.9863279375913,1,6,15,4,1,1,2018,2,0
212,127.0863605828372,0,9,29,3,3,1,2018,2,0
64,116.1,0,5,20,4,1,1,2018,2,0
65,149.4,0,9,8,4,2,0,2018,2,0
143,120.17548115363252,0,8,20,4,3,0,2018,2,0
185,113.4,2,10,10,4,3,1,2018,2,0
386,115.0,1,10,23,3,0,2,2018,2,0
279,110.0,0,10,12,4,3,0,2018,2,0
78,126.91302482012888,0,4,30,4,1,1,2018,2,0
143,140.7,0,8,17,4,3,1,2018,2,0
75,105.0,0,10,30,3,0,2,2018,2,0
377,115.0,1,10,14,3,2,0,2018,2,0
31,198.7390393434124,0,4,29,4,1,1,2018,2,0
301,52.0,0,11,18,3,2,0,2018,2,0
193,65.0,0,10,15,3,3,0,2017,2,0
113,89.4741474338373,0,10,23,4,2,0,2018,2,0
101,77.93702061971959,0,3,17,4,2,1,2018,1,0
150,203.88263685213,0,8,17,4,2,0,2018,3,0
210,86.0,0,10,8,3,3,1,2017,2,0
256,79.52892549983879,1,11,23,4,5,2,2018,2,0
256,115.0,1,6,15,3,1,0,2018,2,0
24,157.14565401721728,0,5,21,4,2,0,2018,2,0
270,63.097570594182685,0,6,20,3,4,0,2018,2,0
80,136.39655939183973,0,10,23,4,2,1,2018,2,0
98,135.05125096390694,0,5,18,4,1,0,2018,2,0
33,129.62887387397845,1,8,25,4,3,0,2018,1,0
270,62.8,0,4,20,3,4,0,2018,2,0
53,88.25697053532213,0,11,12,4,2,1,2018,2,0
138,94.5,0,8,22,3,1,2,2017,2,0
20,165.58134678356262,0,5,27,4,3,0,2018,2,0
106,85.44716409918516,0,3,27,4,3,0,2018,2,0
247,115.0,1,6,6,3,1,1,2018,2,0
308,78.3,2,11,23,4,3,0,2018,2,0
87,61.46097638543876,0,3,24,4,3,1,2017,2,0
242,85.7397168228671,0,8,3,4,1,0,2018,2,0
146,90.8648903039414,0,4,11,4,4,1,2018,2,0
182,99.65382529662284,0,8,23,4,3,0,2018,2,0
53,109.76600047780676,0,7,30,4,2,0,2018,1,0
99,65.0,0,10,30,3,2,2,2017,2,0
49,93.56131941800707,0,6,11,4,0,0,2018,2,0
10,120.0,0,11,10,4,1,0,2018,1,0
338,87.63395228122812,0,11,14,3,2,0,2018,1,0
75,115.98484849281056,0,3,26,4,3,0,2018,2,0
107,121.37,0,7,16,4,5,2,2018,2,0
87,89.39868871887852,0,9,9,2,1,0,2017,1,0
21,133.27010770165782,0,3,30,4,3,2,2018,1,0
239,136.00152100778146,0,9,29,4,2,0,2018,2,0
92,97.17679078802529,0,4,8,4,4,0,2018,2,0
120,118.8,0,9,1,4,3,1,2018,2,0
186,105.31750298915392,1,7,18,4,2,0,2018,2,0
117,159.6637400508678,0,10,9,4,2,1,2018,1,0
174,70.0,0,10,10,4,1,1,2017,2,0
79,96.8656183356987,0,4,3,4,3,0,2018,2,0
1,88.94911245688824,0,4,12,4,1,0,2017,1,0
101,142.29986173191645,0,7,21,4,2,0,2018,1,0
89,140.7221357762002,0,6,18,4,3,1,2018,3,0
116,61.0,0,2,28,3,1,2,2018,1,0
349,73.17673371727254,0,12,28,4,3,0,2018,2,0
180,70.0,0,10,16,3,1,0,2017,2,0
47,99.9,0,4,12,4,1,0,2018,1,0
38,150.6435282204181,0,8,27,4,2,0,2018,2,0
66,152.0164909958753,0,6,5,4,1,0,2018,3,0
217,119.88836848417483,1,9,12,4,2,1,2018,2,0
1,60.0,0,2,28,3,1,2,2018,1,0
256,115.0,1,6,15,3,2,0,2018,2,0
208,105.5326257555036,0,7,21,4,3,1,2018,1,0
243,92.90512891222328,1,11,20,4,2,0,2017,2,0
253,90.0,0,5,4,3,4,0,2018,2,0
418,75.0,0,9,26,3,2,1,2018,2,0
213,102.85,1,10,4,4,4,2,2018,2,0
245,110.0,0,7,6,3,4,2,2018,1,0
191,131.41199149851298,1,8,7,4,3,1,2018,2,0
76,105.91008717197356,0,3,26,4,2,0,2018,2,0
15,83.10396790198837,0,3,8,4,1,0,2018,2,0
92,172.94829304161863,0,5,18,4,2,0,2018,2,0
56,139.5,0,10,14,4,2,0,2018,1,0
43,151.90129037835013,0,8,10,4,1,1,2018,2,0
271,101.33,1,9,21,4,3,0,2018,2,0
188,105.3,0,8,13,4,1,1,2018,2,0
276,61.0,0,5,13,3,3,2,2018,2,0
148,91.68,0,7,25,4,5,2,2018,2,0
4,96.6356358162,0,7,24,3,1,0,2018,1,0
178,127.58739731666284,1,7,24,4,4,1,2018,3,0
305,89.0,0,11,4,3,2,1,2018,2,0
123,159.5695585696454,0,10,22,4,4,1,2018,2,0
245,75.0,0,6,17,3,2,0,2018,2,0
312,68.6238512186812,0,12,26,4,7,2,2018,2,0
162,105.86564427777202,0,8,14,4,3,1,2018,1,0
143,126.05954266001496,1,6,2,3,3,1,2018,3,0
81,78.3,0,3,5,4,2,0,2018,2,0
49,230.99682940797916,0,8,29,4,3,0,2018,2,0
33,170.22971890805553,0,8,9,4,1,1,2018,2,0
28,110.27413257034624,0,10,2,4,1,0,2017,1,0
194,162.44727429024738,0,7,24,4,2,1,2018,2,0
87,100.0,0,9,10,2,1,0,2017,2,0
168,85.0,0,4,22,3,2,1,2018,2,0
155,119.89685311063276,0,6,14,3,2,0,2018,2,0
181,120.0,0,10,11,3,2,0,2018,1,0
114,77.75947932674246,0,6,11,4,1,1,2017,2,0
85,90.41386927413484,0,10,30,4,2,1,2018,2,0
4,161.0,0,3,26,4,2,1,2018,2,0
166,107.94823362127012,0,6,23,3,2,2,2018,2,0
134,146.69400782305942,0,9,19,4,3,1,2018,2,0
53,70.27355423150539,1,10,11,4,2,0,2017,1,0
215,177.11194130301465,0,10,6,4,4,1,2018,2,0
24,78.4560309515406,0,8,19,4,3,1,2018,1,0
301,52.0,0,11,18,3,2,0,2018,2,0
286,90.0,0,10,16,3,0,1,2018,2,0
25,152.83642795058464,0,4,9,4,2,1,2018,2,0
377,115.0,1,10,14,3,2,0,2018,2,0
258,110.0,0,10,16,3,0,1,2018,2,0
187,86.66920148366891,1,7,7,4,2,0,2018,1,0
54,134.22535601215552,0,4,12,4,2,1,2018,2,0
33,107.1,1,10,14,4,2,1,2018,2,0
50,77.6212655317109,0,2,27,4,0,1,2018,2,0
182,117.9,2,9,30,4,2,0,2018,2,0
433,70.0,0,9,8,3,3,0,2018,2,0
146,95.0,0,4,24,3,0,2,2018,2,0
279,110.0,0,10,12,3,3,0,2018,2,0
116,61.0,0,2,28,3,1,2,2018,1,0
12,169.64364074524943,0,4,27,4,1,0,2018,2,0
116,123.27581564356046,0,10,16,3,1,0,2018,2,0
130,116.91729597491722,0,7,18,4,1,1,2018,2,0
229,70.16798160932318,0,10,27,4,3,0,2018,1,0
177,82.95842534276949,0,7,26,4,2,0,2018,2,0
240,152.7895624588994,1,10,6,4,3,1,2018,3,0
180,70.0,0,10,16,3,1,0,2017,2,0
12,149.0,0,9,25,4,0,2,2018,2,0
208,80.75,0,7,30,4,2,2,2018,2,0
31,81.63283877818046,0,2,8,4,1,0,2018,2,0
147,97.52268373913616,0,7,10,4,2,1,2018,2,0
23,127.98536509867802,0,4,10,4,4,2,2018,1,0
85,134.1,0,8,14,4,0,1,2018,2,0
272,90.1,0,7,28,4,3,2,2018,2,0
12,109.2276656810934,0,2,3,4,2,0,2018,2,0
104,91.34440755863795,0,4,7,4,2,2,2018,2,0
110,129.91720547879996,1,9,8,3,1,1,2018,2,0
21,84.78157573309275,0,2,4,4,1,0,2018,1,0
110,159.3,0,7,13,4,2,1,2018,3,0
103,115.0,0,4,19,4,2,0,2018,1,0
189,109.93172304939014,0,9,28,4,2,1,2018,2,0
271,101.33,1,9,21,3,3,0,2018,2,0
155,102.4532214803713,0,7,16,4,4,2,2018,2,0
198,90.0,0,9,9,3,2,1,2018,2,0
157,133.0757980265591,0,9,7,3,1,0,2018,2,0
270,62.8,0,4,20,3,4,0,2018,2,0
69,120.0,0,6,12,3,4,2,2018,1,0
64,140.0,0,5,17,2,2,0,2018,2,0
102,101.5,0,10,16,3,2,0,2017,2,0
19,48.0,0,9,21,3,1,1,2017,2,0
69,120.0,0,6,12,3,4,2,2018,1,0
253,90.0,0,5,4,3,4,0,2018,2,0
305,89.0,0,11,4,3,2,1,2018,2,0
4,141.16814781516663,0,8,2,4,0,1,2018,2,0
57,79.00905241425434,0,12,15,4,3,0,2018,2,0
47,100.68182642904522,0,3,14,4,2,0,2018,1,0
13,146.93200043143773,0,3,28,4,1,2,2018,2,0
247,115.0,1,6,6,3,1,1,2018,2,0
184,100.30716420908104,0,9,6,4,3,0,2018,1,0
6,85.0,0,2,17,4,3,1,2018,1,0
188,130.0,0,6,15,3,2,0,2018,1,0
273,95.0,0,5,13,4,2,1,2018,2,0
30,106.33769030581844,0,5,20,4,1,1,2018,2,0
128,131.42999566771897,0,8,9,4,3,0,2018,2,0
138,119.64964554247244,1,5,21,4,3,2,2018,2,0
265,115.0,1,6,24,3,2,0,2018,2,0
13,136.00993707599966,0,8,15,4,2,0,2017,2,0
31,95.05982847992284,0,3,12,4,1,1,2018,1,0
222,96.3,1,8,30,4,2,0,2018,2,0
70,110.43803437934967,0,10,22,3,1,0,2018,2,0
61,88.55868131564314,0,4,24,3,3,1,2018,1,0
178,127.63314167249844,2,8,22,4,2,1,2018,2,0
56,122.77098016959862,0,3,28,4,3,0,2018,2,0
188,130.0,0,6,15,3,2,0,2018,1,0
265,115.0,1,6,24,3,2,0,2018,2,0
